hotel_id,hotel_name,hotel_brand,sub_brand,hotel_code,image,hotel_address,hotel_zipcode,hotel_city,hotel_province,hotel_country,hotel_longitude,hotel_latitude,hotel_status
2287,Hampton Inn Albertville,Hilton,HP,BHMAVHX,https://www.hilton.com/im/en/BHMAVHX/19115987/bhmavhx-breakfast-seating.jpg?impolicy=crop&cw=4500&ch=2992&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,210 Alabama Highway 75 N,35951,Albertville,Alabama,USA,-86.202367,34.277306,Open
2288,Hampton Inn Guntersville,Hilton,HP,GVEALHX,https://www.hilton.com/im/en/GVEALHX/4259945/exterior-with-fountain.jpg?impolicy=crop&cw=3888&ch=2592&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,14451 U.S. Highway 431 South,35976,Guntersville,Alabama,USA,-86.3144330455,34.3229586536,Open
2289,Hampton Inn Gadsden/Attalla I-59,Hilton,HP,GADATHX,https://www.hilton.com/im/en/GADATHX/2883897/front-desk-gadsen.jpg?impolicy=crop&cw=4511&ch=3000&gravity=NorthWest&xposition=19&yposition=0&rw=200&rh=133,206 Walker Street,35904,Gadsden,Alabama,USA,-86.0891,33.9985,Open
2290,Hampton Inn Gadsden,Hilton,HP,GADALHX,https://www.hilton.com/im/en/GADALHX/19213195/gadal-exterior-01.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=0&rw=200&rh=133,129 River Road,35901,Gadsden,Alabama,USA,-86.004184,33.997432,Open
2291,Hampton Inn Fort Payne,Hilton,HP,FPAALHX,https://www.hilton.com/im/en/FPAALHX/9627781/hampton-inn-fort-payne-al-4565.jpg?impolicy=crop&cw=4908&ch=3264&gravity=NorthWest&xposition=9&yposition=0&rw=200&rh=133,1201 Jordan Road Southwest,35968,Fort Payne,Alabama,USA,-85.7524668616,34.4354105615,Open
2292,Hampton Inn & Suites Scottsboro,Hilton,HP,HSVSBHX,https://www.hilton.com/im/en/HSVSBHX/10870632/2016-exterior-dusk-.jpg?impolicy=crop&cw=5612&ch=3732&gravity=NorthWest&xposition=664&yposition=0&rw=200&rh=133,24747 John T. Reid Parkway,35768,Scottsboro,Alabama,USA,-86.006454,34.667078,Open
2293,Hampton Inn & Suites Huntsville Hampton Cove,Hilton,HP,HSVHCHX,https://www.hilton.com/im/en/HSVHCHX/10575100/knp-hamptoninn-019.jpg?impolicy=crop&cw=4500&ch=2992&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,6205 Hwy 431 South,35763,Huntsville,Alabama,USA,-86.4916,34.6748,Open
2294,DoubleTree Suites by Hilton Hotel Huntsville South,Hilton,DT,HSVMPDT,https://www.hilton.com/im/en/HSVMPDT/374592/hsvmpdt-image-1-hsvmp-signage.jpg?impolicy=crop&cw=2451&ch=1629&gravity=NorthWest&xposition=0&yposition=147&rw=200&rh=133,6000 Memorial Parkway SW,35802,Huntsville,Alabama,USA,-86.573707,34.669846,Open
2295,Hampton Inn Huntsville-Arsenal/South Pkway,Hilton,HP,HSVALHX,https://www.hilton.com/im/en/HSVALHX/17913516/dsc-6583-4-5.jpg?impolicy=crop&cw=5000&ch=3333&gravity=NorthWest&xposition=0&yposition=-1&rw=300&rh=200,501 Boulevard South SW,35802,Huntsville,Alabama,USA,-86.5758893897,34.6702327619,Open
2296,Hilton Garden Inn Huntsville South/Redstone Arsenal,Hilton,GI,HSVSOGI,https://www.hilton.com/im/en/HSVSOGI/2254348/kna-al-hut-hgi-ext-day.jpg?impolicy=crop&cw=5568&ch=3702&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,301 Boulevard South SW,35802,Huntsville,Alabama,USA,-86.5784,34.6699,Open
2297,Hampton Inn Alexander City,Hilton,HP,MGMACHX,https://www.hilton.com/im/en/MGMACHX/10606117/alex-city-104-1.jpg?impolicy=crop&cw=4795&ch=3196&gravity=NorthWest&xposition=0&yposition=1&rw=300&rh=200,1551 Elkahatchee Road,35010,Alexander City,Alabama,USA,-85.966271,32.927516,Open
2298,Hampton Inn Wetumpka,Hilton,HP,MGMWAHX,https://www.hilton.com/im/en/MGMWAHX/9043804/exterior-day.jpg?impolicy=crop&cw=5850&ch=3890&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,350 South Main Street,36092,Wetumpka,Alabama,USA,-86.2062737248,32.5339548168,Open
2299,Hampton Inn Auburn,Hilton,HP,AUBALHX,https://www.hilton.com/im/en/AUBALHX/11456775/exterior-dusk.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,2430 S. College St.,36832,Auburn,Alabama,USA,-85.508121105,32.5562038476,Open
2300,Tru by Hilton Auburn,Hilton,RU,CSGAARU,https://www.hilton.com/im/en/CSGAARU/6409704/tru-by-hilton-auburn-night-exterior-1.jpg?impolicy=crop&cw=4170&ch=3720&gravity=NorthWest&xposition=723&yposition=12&rw=139&rh=124,2411 W Pace Blvd,36830,Auburn,Alabama,USA,-85.504545457,32.5576048817,Open
2301,Hilton Garden Inn Auburn/Opelika,Hilton,GI,AUOAPGI,https://www.hilton.com/im/en/AUOAPGI/406027/auoapgi-exterior-dusk.tiff?impolicy=crop&cw=4586&ch=3050&gravity=NorthWest&xposition=456&yposition=0&rw=200&rh=133,2555 Hilton Garden Drive,36830,Auburn,Alabama,USA,-85.4314,32.6067,Open
2302,Hampton Inn & Suites Opelika - I-85 - Auburn Area,Hilton,HP,AUOOPHX,https://www.hilton.com/im/en/AUOOPHX/16330927/auoophx-hampton-inn-suites-opelika-al-exterior-day.jpg?impolicy=crop&cw=4503&ch=2994&gravity=NorthWest&xposition=0&yposition=2&rw=200&rh=133,3000 Capps Way,36804,Opelika,Alabama,USA,-85.4008,32.6148,Open
2303,Home2 Suites by Hilton Opelika Auburn,Hilton,HT,AUOOAHT,https://www.hilton.com/im/en/AUOOAHT/1028611/-dsc8076-7-8.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,3150 Capps Way,36801,Opelika,Alabama,USA,-85.4000158416,32.6124110263,Open
2304,Hampton Inn & Suites Prattville,Hilton,HP,MGMCFHX,https://www.hilton.com/im/en/MGMCFHX/8560566/mgmcf-exterior-01.jpg?impolicy=crop&cw=6000&ch=4000&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,2590 Cobbs Ford Road,36066,Prattville,Alabama,USA,-86.390495,32.460173,Open
2305,Tru by Hilton Prattville,Hilton,RU,MGMPARU,https://www.hilton.com/im/en/MGMPARU/14455167/tru-prattville-day-exterior.jpg?impolicy=crop&cw=5616&ch=3734&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,2633 Legends Parkway,36066,Prattville,Alabama,USA,-86.401724,32.458362,Open
2306,Hampton Inn & Suites Athens-I-65 (Huntsville Area),Hilton,HP,DCUATHX,https://www.hilton.com/im/en/DCUATHX/5049541/kna-al-ath-his-ext-day.jpg?impolicy=crop&cw=5568&ch=3702&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,1222 Kelli Drive,35613,Athens,Alabama,USA,-86.93711,34.780979,Open
2307,Home2 Suites by Hilton Decatur Ingalls Harbor,Hilton,HT,DCUWSHT,https://www.hilton.com/im/en/DCUWSHT/3595442/-dsc4020-1-2.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=5&rw=200&rh=133,807 Island Way NW,35601,Decatur,Alabama,USA,-86.992566332,34.623030096,Open
2308,DoubleTree by Hilton Hotel Decatur Riverfront,Hilton,DT,DCUSADT,https://www.hilton.com/im/en/DCUSADT/373821/dcusadt-doubletree-by-hilton-hotel-decatur-riverfront-hotel-lobby.jpg?impolicy=crop&cw=4500&ch=3000&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,1101 6th Avenue NE,35601,Decatur,Alabama,USA,-86.9775,34.6106,Open
2309,Hampton Inn Madison Huntsville Airport,Hilton,HP,HSVMSHX,https://www.hilton.com/im/en/HSVMSHX/2978762/outside-patio-2.jpg?impolicy=crop&cw=4499&ch=2991&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,9225 Madison Blvd.,35758,Madison,Alabama,USA,-86.759303,34.673254,Open
2310,Hilton Garden Inn Madison Huntsville Airport,Hilton,GI,HSVAPGI,https://www.hilton.com/im/en/HSVAPGI/16528656/dsc-9171-2-3.jpg?impolicy=crop&cw=4600&ch=3066&gravity=NorthWest&xposition=0&yposition=16&rw=300&rh=200,145 Graphics Dr,35758,Madison,Alabama,USA,-86.750633,34.671539,Open
2311,Home2 Suites by Hilton Madison Huntsville Airport,Hilton,HT,HSVMHHT,https://www.hilton.com/im/en/HSVMHHT/10956738/outside-1-.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,135 Graphics Drive,35758,Madison,Alabama,USA,-86.751387,34.670682,Open
2312,Homewood Suites by Hilton Huntsville-Village of Providence,Hilton,HW,HSVHWHW,https://www.hilton.com/im/en/HSVHWHW/1239727/ahr-3789-095.jpg?impolicy=crop&cw=5616&ch=3734&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,15 Town Center Drive,35806,Huntsville,Alabama,USA,-86.694016,34.75436,Open
2313,Home2 Suites by Hilton Huntsville Village of Providence,Hilton,HT,HSVVPHT,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=3333&gravity=NorthWest&xposition=0&yposition=-1&rw=300&rh=200,315 Providence Main Street,35806,Huntsville,Alabama,USA,-86.693571,34.751497,
2314,Hampton Inn Huntsville/Village of Providence,Hilton,HP,HSVHXHX,https://www.hilton.com/im/en/HSVHXHX/2962491/kna-al-hut-his-ext-day-2-.jpg?impolicy=crop&cw=5568&ch=3702&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,328 Providence Main St.,35806,Huntsville,Alabama,USA,-86.693199,34.751871,Open
2315,Hampton Inn Decatur,Hilton,HP,DCUHHHX,https://www.hilton.com/im/en/DCUHHHX/10614021/dcuhhhx-exterior1.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=6&rw=200&rh=133,"2041 Beltline Rd., SW",35601,Decatur,Alabama,USA,-87.0215,34.5789,Open
2316,Hampton Inn & Suites Huntsville/Research Park Area,Hilton,HP,HSVHRHX,https://www.hilton.com/im/en/HSVHRHX/392118/hsvhrhx-hampton-inn-huntsville-research-park-hotel-exterior.jpg?impolicy=crop&cw=2255&ch=1500&gravity=NorthWest&xposition=1&yposition=0&rw=200&rh=133,7010 Cabela Drive,35806,Huntsville,Alabama,USA,-86.677923,34.709352,Open
2317,"Home2 Suites by Hilton Huntsville/Research Park Area, AL",Hilton,HT,HSVRPHT,https://www.hilton.com/im/en/HSVRPHT/3970089/home2-suites-huntsville-hotel-exterior.jpg?impolicy=crop&cw=2255&ch=1500&gravity=NorthWest&xposition=1&yposition=0&rw=200&rh=133,7010 Cabela Drive,35806,Huntsville,Alabama,USA,-86.677737,34.709631,Open
2318,Hampton Inn Atmore,Hilton,HP,MOBATHX,https://www.hilton.com/im/en/MOBATHX/4975758/mobathx-img-4985-1.jpg?impolicy=crop&cw=5616&ch=3734&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,45 Rivercane Blvd. West,36502,Atmore,Alabama,USA,-87.478723526,31.10622857894,Open
2319,Home2 Suites by Hilton Daphne Spanish Fort,Hilton,HT,PNSDMHT,https://www.hilton.com/im/en/PNSDMHT/15675831/exterior.jpg?impolicy=crop&cw=4511&ch=3000&gravity=NorthWest&xposition=105&yposition=0&rw=200&rh=133,8943 Sawwood Street,36526,Daphne,Alabama,USA,-87.8545187165,30.6663798597,Open
2320,Homewood Suites by Hilton Mobile - East Bay - Daphne,Hilton,HW,MOBHMHW,https://www.hilton.com/im/en/MOBHMHW/10220129/exterior-3-.jpg?impolicy=crop&cw=4600&ch=3066&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,29474 N. Main Street,36526,Daphne,Alabama,USA,-87.909827,30.654676,Open
2321,Hilton Garden Inn Mobile East Bay / Daphne,Hilton,GI,MOBEHGI,https://www.hilton.com/im/en/MOBEHGI/10115981/exterior.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=5&rw=200&rh=133,29546 North Main Street,36526,Daphne,Alabama,USA,-87.911179,30.654412,Open
2322,Hampton Inn Mobile-East Bay/Daphne,Hilton,HP,MOBEBHX,https://www.hilton.com/im/en/MOBEBHX/11402884/1-exterior-day-4.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,29451 US Hwy. 98,36526,Daphne,Alabama,USA,-87.9129,30.6527,Open
2323,Hampton Inn & Suites Mobile- Downtown Historic District,Hilton,HP,MOBDTHX,https://www.hilton.com/im/en/MOBDTHX/4431646/01webhim-front-ext.jpg?impolicy=crop&cw=1938&ch=1288&gravity=NorthWest&xposition=0&yposition=105&rw=200&rh=133,62 South Royal Street,36602,Mobile,Alabama,USA,-88.040833,30.690947,Open
2324,Hilton Garden Inn Mobile Downtown,Hilton,GI,MOBDOGI,https://www.hilton.com/im/en/MOBDOGI/15881828/exterior-04.tif?impolicy=crop&cw=5000&ch=3333&gravity=NorthWest&xposition=0&yposition=-1&rw=300&rh=200,15 N. Conception St.,36602,Mobile,Alabama,USA,-88.0435123295,30.6920616192,Open
2325,Hampton Inn & Suites Lanett-West Point,Hilton,HP,AUOLNHX,https://www.hilton.com/im/en/AUOLNHX/18187778/hampton-inn-lanett-night-exterior-2.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,4210 Phillips Road,36863,Lanett,Alabama,USA,-85.218484,32.826898,Open
2326,Hampton Inn & Suites Phenix City- Columbus Area,Hilton,HP,CSGPCHX,https://www.hilton.com/im/en/CSGPCHX/17039536/hampton-phenix-city-exterior-day.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,620 Martin Luther King Jr. Parkway,36869,Phenix City,Alabama,USA,-85.012,32.4545,Open
2327,Hilton Garden Inn Columbus,Hilton,GI,CSGGHGI,https://www.hilton.com/im/en/CSGGHGI/3672048/1.jpg?impolicy=crop&cw=3000&ch=1995&gravity=NorthWest&xposition=0&yposition=2&rw=200&rh=133,1500 Bradley Lake Boulevard,31904,Columbus,Georgia,USA,-84.9777,32.5351,Open
2328,Hampton Inn Columbus Downtown,Hilton,HP,CSGRGHX,https://www.hilton.com/im/en/CSGRGHX/18693114/csgrghx-exterior-day-1.jpg?impolicy=crop&cw=4498&ch=2991&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,1201 Broadway Avenue,31901,Columbus,Georgia,USA,-84.9935537789,32.468997665,Open
2329,Home2 Suites by Hilton LaGrange,Hilton,HT,LGCGAHT,https://www.hilton.com/im/en/LGCGAHT/8470488/exterior-2.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,120 Timberwolf Drive,30240,LaGrange,Georgia,USA,-85.0279218293,32.996447,Open
2330,Hampton Inn Lagrange near Callaway Gardens,Hilton,HP,LAGGAHX,https://www.hilton.com/im/en/LAGGAHX/7928715/laggahx-hampton-inn-lagrange-ga-01.-exterior-day.jpg?impolicy=crop&cw=4500&ch=2992&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,100 Willis Circle,30240,LaGrange,Georgia,USA,-85.012115,33.00293,Open
2331,"Redmont Hotel Birmingham, Curio Collection by Hilton",Hilton,QQ,BHMCUQQ,https://www.hilton.com/im/en/BHMCUQQ/7999900/redmont-sign.jpg?impolicy=crop&cw=2268&ch=1512&gravity=NorthWest&xposition=8&yposition=0&rw=300&rh=200,2101 5th Avenue North,35203,Birmingham,Alabama,USA,-86.806305,33.518715,Open
2332,Hampton Inn & Suites Birmingham-Downtown-Tutwiler,Hilton,HP,BHMDNHX,https://www.hilton.com/im/en/BHMDNHX/2497357/bhmdnhx-hampton-inn-suites-birmingham-downtown-tutwiler-exterior.jpg?impolicy=crop&cw=5365&ch=3577&gravity=NorthWest&xposition=66&yposition=0&rw=300&rh=200,2021 Park Place,35203,Birmingham,Alabama,USA,-86.808977,33.520012,Open
2333,"The Kelly Birmingham, Tapestry Collection by Hilton",Hilton,UP,BHMAAUP,https://www.hilton.com/im/en/BHMAAUP/16536000/220123-thekelly-exteriors-0043-edit-copy.jpg?impolicy=crop&cw=3842&ch=2554&gravity=NorthWest&xposition=0&yposition=542&rw=200&rh=133,2027 1ST Avenue North,35203,Birmingham,Alabama,USA,-86.804296,33.514796,Open
2334,Home2 Suites by Hilton Birmingham Downtown,Hilton,HT,BHMDOHT,https://www.hilton.com/im/en/BHMDOHT/2646591/bhmdo-exterior-01.jpg?impolicy=crop&cw=4500&ch=2992&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,250 18th Street South,35233,Birmingham,Alabama,USA,-86.806704,33.509061,Open
2335,Hilton Garden Inn Downtown Birmingham,Hilton,GI,BHMDWGI,https://www.hilton.com/im/en/BHMDWGI/2519430/bhmdw-exterior-01.jpg?impolicy=crop&cw=4500&ch=2992&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,250 18th Street South,35233,Birmingham,Alabama,USA,-86.806962,33.50895,Open
2336,Hilton Birmingham Downtown at UAB,Hilton,HI,BHMHHHH,https://www.hilton.com/im/en/BHMHHHH/16147253/h-bhmhhhh-exterior-blue-hour.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,808 20th Street South,35205,Birmingham,Alabama,USA,-86.7988459359,33.5039134403,Open
2337,Homewood Suites by Hilton Birmingham Downtown Near UAB,Hilton,HW,BHMABHW,https://www.hilton.com/im/en/BHMABHW/1288772/-dsc8029-30-31.jpg?impolicy=crop&cw=4541&ch=3027&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,1016 20th Street South,35205,Birmingham,Alabama,USA,-86.797157,33.501232,Open
2338,Embassy Suites by Hilton Birmingham,Hilton,ES,BHMWCES,https://www.hilton.com/im/en/BHMWCES/2305315/embassy-suites-birmingham-alabama.jpg?impolicy=crop&cw=5759&ch=3829&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,2300 Woodcrest Place,35209,Birmingham,Alabama,USA,-86.787274,33.489088,Open
2339,"Valley Hotel Homewood Birmingham, Curio Collection by Hilton",Hilton,QQ,BHMRMQQ,https://www.hilton.com/im/en/BHMRMQQ/15493857/bhmrm-exterior-03.jpg?impolicy=crop&cw=5000&ch=3333&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,2727 18th Street South,35209,Homewood,Alabama,USA,-86.7915484969,33.4815322425,Open
2340,Hampton Inn Birmingham/Mountain Brook,Hilton,HP,BHMMBHX,https://www.hilton.com/im/en/BHMMBHX/9421977/hampton-inn-exterior-2-.jpg?impolicy=crop&cw=4600&ch=3059&gravity=NorthWest&xposition=0&yposition=5&rw=200&rh=133,2731 US Highway 280 South,35223,Birmingham,Alabama,USA,-86.774768,33.4807614,Open
2341,Hampton Inn Birmingham I-65/Lakeshore Drive,Hilton,HP,BHMLSHX,https://www.hilton.com/im/en/BHMLSHX/15598517/kna-al-bhm-hi-ext-day.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,30 State Farm Parkway,35209,Birmingham,Alabama,USA,-86.8203,33.457,Open
2342,Hilton Garden Inn Birmingham/Lakeshore Drive,Hilton,GI,BHMLDGI,https://www.hilton.com/im/en/BHMLDGI/15910689/lakeshore-hgi-day-exterior.jpg?impolicy=crop&cw=5000&ch=3333&gravity=NorthWest&xposition=0&yposition=-1&rw=300&rh=200,520 Wildwood Circle Drive North,35209,Birmingham,Alabama,USA,-86.8291,33.4468,Open
2343,Home2 Suites by Hilton Birmingham Fultondale,Hilton,HT,BHMFTHT,https://www.hilton.com/im/en/BHMFTHT/11497855/home2.jpg?impolicy=crop&cw=0&ch=0&gravity=NorthWest&xposition=0&yposition=0&rw=200&rh=133,3289 Lowery Parkway,35068,Fultondale,Alabama,USA,-86.804309,33.599238,Open
2344,Hampton Inn and Suites Fultondale Birmingham I 65,Hilton,HP,BHMFBHX,https://www.hilton.com/im/en/NoHotel/14076081/king-suite-new-hampton-prototype-.jpg?impolicy=crop&cw=8256&ch=5490&gravity=NorthWest&xposition=0&yposition=6&rw=200&rh=133,1717 Fulton Road,35068,Fultondale,Alabama,USA,-86.806389,33.6094868,Open
2345,Hilton Garden Inn Birmingham SE/Liberty Park,Hilton,GI,BHMLPGI,https://www.hilton.com/im/en/BHMLPGI/15604353/hilton-garden-liberty-exterior-1.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,2090 Urban Center Parkway,35242,Birmingham,Alabama,USA,-86.702364,33.482119,Open
2346,Hampton Inn & Suites Birmingham East Irondale,Hilton,HP,BHMEAHX,https://www.hilton.com/im/en/BHMEAHX/2485545/bhmeahx-32-exterior.jpg?impolicy=crop&cw=6000&ch=3990&gravity=NorthWest&xposition=0&yposition=5&rw=200&rh=133,950 Old Grants Mill Road,35210,Birmingham,Alabama,USA,-86.690147,33.532391,Open
2347,Home2 Suites Birmingham Colonnade,Hilton,HT,BHMHTHT,https://www.hilton.com/im/en/BHMHTHT/6647640/home2-montgomery-day-exterior2.jpg?impolicy=crop&cw=5616&ch=3744&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,3920 Colonnade Parkway,35243,Birmingham,Alabama,USA,-86.7337884066,33.437617475,Open
2348,Hampton Inn Birmingham-Colonnade 280,Hilton,HP,BHMCOHX,https://www.hilton.com/im/en/BHMCOHX/15201415/img-9405-crop.jpg?impolicy=crop&cw=3488&ch=2320&gravity=NorthWest&xposition=847&yposition=0&rw=200&rh=133,3400 Colonnade Parkway,35243,Birmingham,Alabama,USA,-86.729348,33.437268,Open
2349,DoubleTree by Hilton Birmingham Perimeter Park,Hilton,DT,BHMPRDT,https://www.hilton.com/im/en/BHMPRDT/8180712/dth1804-exterior.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,8 Perimeter Park South,35243,Birmingham,Alabama,USA,-86.72589,33.437814,Open
2350,Homewood Suites by Hilton Birmingham-South/Inverness,Hilton,HW,BHMHWHW,https://www.hilton.com/im/en/BHMHWHW/1281968/bhmhwhw-exteriorday.jpg?impolicy=crop&cw=5993&ch=3995&gravity=NorthWest&xposition=0&yposition=2&rw=300&rh=200,215 Inverness Center Drive,35242,Birmingham,Alabama,USA,-86.701958,33.420666,Open
2351,Hampton Inn Birmingham/Trussville,Hilton,HP,BHMTVHX,https://www.hilton.com/im/en/BHMTVHX/8025511/bhmtv-exterior-01.jpg?impolicy=crop&cw=6000&ch=4000&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,1940 Edwards Lake Road,35235,Trussville,Alabama,USA,-86.647263,33.596718,Open
2352,Hilton Garden Inn Birmingham/Trussville,Hilton,GI,BHMTRGI,https://www.hilton.com/im/en/BHMTRGI/406189/bhmtrgi-hgi-hampton-002.jpg?impolicy=crop&cw=3872&ch=2574&gravity=NorthWest&xposition=0&yposition=8&rw=200&rh=133,3230 Edwards Lake Parkway,35235,Birmingham,Alabama,USA,-86.6465,33.599,Open
2353,Hampton Inn & Suites Birmingham/280 East-Eagle Point,Hilton,HP,BHMLBHX,https://www.hilton.com/im/en/BHMLBHX/10146226/exterior-0003.jpg?impolicy=crop&cw=4500&ch=2992&gravity=NorthWest&xposition=0&yposition=3&rw=200&rh=133,6220 Farley Court,35242,Birmingham,Alabama,USA,-86.6677686531,33.4044240978,Open
2354,"Hampton Inn Birmingham/Leeds, AL",Hilton,HP,BHMLEHX,https://www.hilton.com/im/en/BHMLEHX/2495571/bhmlehx-exterior-05.jpg?impolicy=crop&cw=4500&ch=3000&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,310 Rex Lake Road,35094,Leeds,Alabama,USA,-86.5905,33.5388,Open
2355,Hampton Inn Calera,Hilton,HP,CALALHX,https://www.hilton.com/im/en/CALALHX/4148201/dsc-8252-revised.jpg?impolicy=crop&cw=2256&ch=1500&gravity=NorthWest&xposition=0&yposition=-1&rw=200&rh=133,93 Metro Drive,35040,Calera,Alabama,USA,-86.7518,33.1517,Open
2356,Hampton Inn & Suites Birmingham-Pelham (I-65),Hilton,HP,BHMCVHX,https://www.hilton.com/im/en/BHMCVHX/2490716/35-hampton-inn-and-suites-birmingham-pelham-dining-area.jpg?impolicy=crop&cw=4499&ch=2991&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,232 Cahaba Valley Road,35124,Pelham,Alabama,USA,-86.789533,33.332186,Open
2357,Homewood Suites by Hilton Birmingham-SW-Riverchase-Galleria,Hilton,HW,BHMHMHW,https://www.hilton.com/im/en/BHMHMHW/16652131/homewood-hoover-al-75.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,121 Riverchase Parkway East,35244,Hoover,Alabama,USA,-86.785,33.3525,Open
2358,Embassy Suites by Hilton Birmingham Hoover,Hilton,ES,BHMHOES,https://www.hilton.com/im/en/BHMHOES/7824096/kna-al-hvr-ebs-ext-day.jpg?impolicy=crop&cw=5568&ch=3702&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,2960 John Hawkins Parkway,35244,Birmingham,Alabama,USA,-86.8161,33.3695,Open
2359,Hampton Inn & Suites Birmingham-Hoover-Galleria,Hilton,HP,BHMRCHX,https://www.hilton.com/im/en/BHMRCHX/15377504/dsc-6035-6-7.jpg?impolicy=crop&cw=5000&ch=3325&gravity=NorthWest&xposition=0&yposition=4&rw=200&rh=133,4520 Galleria Boulevard,35244,Hoover,Alabama,USA,-86.8122,33.3723,Open
2360,Home2 Suites by Hilton Cullman,Hilton,HT,BHMCLHT,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=3333&gravity=NorthWest&xposition=0&yposition=-1&rw=300&rh=200,5720 AL Hwy 157,35058,Cullman,Alabama,USA,-86.86999949583,34.20747008981,Open
2361,Hampton Inn Cullman,Hilton,HP,HSVCLHX,https://www.hilton.com/im/en/HSVCLHX/10870438/hsvclhx-exterior-night.jpg?impolicy=crop&cw=4500&ch=3000&gravity=NorthWest&xposition=17&yposition=0&rw=300&rh=200,6100 AL HWY 157,35058,Cullman,Alabama,USA,-86.877,34.2088,Open
2362,Hampton Inn Jasper,Hilton,HP,BHMJSHX,https://www.hilton.com/im/en/BHMJSHX/4100740/front.jpg?impolicy=crop&cw=2255&ch=1500&gravity=NorthWest&xposition=241&yposition=0&rw=200&rh=133,100 Industrial Parkway,35501,Jasper,Alabama,USA,-87.230828,33.838011,Open
2363,Hampton Inn Fairhope-Mobile Bay,Hilton,HP,MOBFHHX,https://www.hilton.com/im/en/MOBFHHX/8531024/mobfhhx-hampton-inn-fairhope-mobile-bay-al-02.-exterior-bluetime-2.jpg?impolicy=crop&cw=4500&ch=3000&gravity=NorthWest&xposition=0&yposition=0&rw=300&rh=200,23 North Section Street,36532,Fairhope,Alabama,USA,-87.903374,30.523836,Open
